Drug1,Drug2,cell,drug1_db,drug2_db,synergy
CRIZOTINIB,CABAZITAXEL,NCIH460,DB08865,DB06772,1.69
CRIZOTINIB,CABAZITAXEL,OVCAR4,DB08865,DB06772,1.39
VISMODEGIB,CABAZITAXEL,SKMEL5,DB08828,DB06772,13.87
VISMODEGIB,CABAZITAXEL,PC3,DB08828,DB06772,4.44
VISMODEGIB,CABAZITAXEL,SKMEL2,DB08828,DB06772,22.52
VISMODEGIB,CABAZITAXEL,CAKI1,DB08828,DB06772,9.9
VISMODEGIB,CABAZITAXEL,MDAMB231,DB08828,DB06772,2.98
VISMODEGIB,CABAZITAXEL,HS578T,DB08828,DB06772,12.37
VISMODEGIB,CABAZITAXEL,SKMEL28,DB08828,DB06772,8.43
VISMODEGIB,CABAZITAXEL,SKOV3,DB08828,DB06772,6.68
VISMODEGIB,CABAZITAXEL,SNB19,DB08828,DB06772,10.65
VISMODEGIB,CABAZITAXEL,SW620,DB08828,DB06772,28.24
VISMODEGIB,CABAZITAXEL,UACC257,DB08828,DB06772,6.68
VISMODEGIB,CABAZITAXEL,U251MG,DB08828,DB06772,19.4
VISMODEGIB,CABAZITAXEL,T47D,DB08828,DB06772,4.54
VISMODEGIB,CABAZITAXEL,MDAMB468,DB08828,DB06772,8.15
VISMODEGIB,CABAZITAXEL,BT549,DB08828,DB06772,7.36
VISMODEGIB,CABAZITAXEL,UACC62,DB08828,DB06772,13.86
VISMODEGIB,CABAZITAXEL,NCIH522,DB08828,DB06772,5.85
VISMODEGIB,CABAZITAXEL,KM12,DB08828,DB06772,1.61
VISMODEGIB,CABAZITAXEL,K562,DB08828,DB06772,15.57
VISMODEGIB,CABAZITAXEL,MALME3M,DB08828,DB06772,16.42
VISMODEGIB,CABAZITAXEL,LOXIMVI,DB08828,DB06772,7.62
VISMODEGIB,CABAZITAXEL,MOLT4,DB08828,DB06772,8.89
VISMODEGIB,CABAZITAXEL,MCF7,DB08828,DB06772,7.28
VISMODEGIB,CABAZITAXEL,NCIH23,DB08828,DB06772,18.93
VISMODEGIB,CABAZITAXEL,NCIH322,DB08828,DB06772,1.48
VISMODEGIB,CABAZITAXEL,NCIH226,DB08828,DB06772,16.88
VISMODEGIB,CABAZITAXEL,OVCAR4,DB08828,DB06772,5.36
VISMODEGIB,CABAZITAXEL,NCIH460,DB08828,DB06772,19.34
VISMODEGIB,CABAZITAXEL,RPMI8226,DB08828,DB06772,13.9
VISMODEGIB,CABAZITAXEL,OVCAR8,DB08828,DB06772,22.55
VISMODEGIB,CABAZITAXEL,SF295,DB08828,DB06772,12.85
VISMODEGIB,CABAZITAXEL,A498,DB08828,DB06772,-5.06
VISMODEGIB,CABAZITAXEL,786O,DB08828,DB06772,12.33
VISMODEGIB,CABAZITAXEL,ACHN,DB08828,DB06772,16.31
VISMODEGIB,CABAZITAXEL,A549,DB08828,DB06772,11.03
VISMODEGIB,CABAZITAXEL,COLO205,DB08828,DB06772,20.24
VISMODEGIB,CABAZITAXEL,DU145,DB08828,DB06772,16.51
VISMODEGIB,CABAZITAXEL,HCT15,DB08828,DB06772,24.58
VISMODEGIB,CABAZITAXEL,HL60,DB08828,DB06772,26.66
VISMODEGIB,CABAZITAXEL,HCT116,DB08828,DB06772,15.08
VISMODEGIB,CABAZITAXEL,IGROV1,DB08828,DB06772,12.34
VISMODEGIB,CABAZITAXEL,HT29,DB08828,DB06772,18.98
RUXOLITINIB,CABAZITAXEL,BT549,DB08877,DB06772,7.33
RUXOLITINIB,CABAZITAXEL,MDAMB468,DB08877,DB06772,6.78
RUXOLITINIB,CABAZITAXEL,T47D,DB08877,DB06772,5.7
RUXOLITINIB,CABAZITAXEL,NCIH522,DB08877,DB06772,-5.05
RUXOLITINIB,CABAZITAXEL,UACC62,DB08877,DB06772,5.27
RUXOLITINIB,CABAZITAXEL,SNB19,DB08877,DB06772,5.05
RUXOLITINIB,CABAZITAXEL,SKOV3,DB08877,DB06772,2.26
RUXOLITINIB,CABAZITAXEL,U251MG,DB08877,DB06772,7.43
RUXOLITINIB,CABAZITAXEL,UACC257,DB08877,DB06772,6.93
RUXOLITINIB,CABAZITAXEL,SW620,DB08877,DB06772,25.94
RUXOLITINIB,CABAZITAXEL,SKMEL28,DB08877,DB06772,12.3
RUXOLITINIB,CABAZITAXEL,HS578T,DB08877,DB06772,13.76
RUXOLITINIB,CABAZITAXEL,MDAMB231,DB08877,DB06772,7.52
RUXOLITINIB,CABAZITAXEL,PC3,DB08877,DB06772,-9.5
RUXOLITINIB,CABAZITAXEL,SKMEL5,DB08877,DB06772,10.95
RUXOLITINIB,CABAZITAXEL,CAKI1,DB08877,DB06772,-1.26
RUXOLITINIB,CABAZITAXEL,SKMEL2,DB08877,DB06772,14.46
RUXOLITINIB,CABAZITAXEL,HCT116,DB08877,DB06772,14.36
RUXOLITINIB,CABAZITAXEL,HL60,DB08877,DB06772,11.45
RUXOLITINIB,CABAZITAXEL,HCT15,DB08877,DB06772,37.9
RUXOLITINIB,CABAZITAXEL,HT29,DB08877,DB06772,10.1
RUXOLITINIB,CABAZITAXEL,IGROV1,DB08877,DB06772,3.82
RUXOLITINIB,CABAZITAXEL,A549,DB08877,DB06772,18.21
RUXOLITINIB,CABAZITAXEL,ACHN,DB08877,DB06772,3.37
RUXOLITINIB,CABAZITAXEL,786O,DB08877,DB06772,7.56
RUXOLITINIB,CABAZITAXEL,A498,DB08877,DB06772,1.55
RUXOLITINIB,CABAZITAXEL,DU145,DB08877,DB06772,5.44
RUXOLITINIB,CABAZITAXEL,COLO205,DB08877,DB06772,9.04
RUXOLITINIB,CABAZITAXEL,NCIH460,DB08877,DB06772,0.71
RUXOLITINIB,CABAZITAXEL,OVCAR4,DB08877,DB06772,4.4
RUXOLITINIB,CABAZITAXEL,NCIH226,DB08877,DB06772,18.98
RUXOLITINIB,CABAZITAXEL,NCIH322,DB08877,DB06772,-5.14
RUXOLITINIB,CABAZITAXEL,SF295,DB08877,DB06772,5.68
RUXOLITINIB,CABAZITAXEL,OVCAR8,DB08877,DB06772,31.09
RUXOLITINIB,CABAZITAXEL,RPMI8226,DB08877,DB06772,10.21
RUXOLITINIB,CABAZITAXEL,LOXIMVI,DB08877,DB06772,2.27
RUXOLITINIB,CABAZITAXEL,MALME3M,DB08877,DB06772,14.65
RUXOLITINIB,CABAZITAXEL,K562,DB08877,DB06772,10.33
RUXOLITINIB,CABAZITAXEL,KM12,DB08877,DB06772,1.46
RUXOLITINIB,CABAZITAXEL,NCIH23,DB08877,DB06772,16.26
RUXOLITINIB,CABAZITAXEL,MCF7,DB08877,DB06772,5.73
RUXOLITINIB,CABAZITAXEL,MOLT4,DB08877,DB06772,-5.77
DEXRAZOXANE,HYDROXYUREA,A498,DB00380,DB01005,-5.91
DEXRAZOXANE,HYDROXYUREA,786O,DB00380,DB01005,-5.76
DEXRAZOXANE,HYDROXYUREA,ACHN,DB00380,DB01005,-0.12
DEXRAZOXANE,HYDROXYUREA,A549,DB00380,DB01005,-1.05
DEXRAZOXANE,HYDROXYUREA,COLO205,DB00380,DB01005,-6.63
DEXRAZOXANE,HYDROXYUREA,DU145,DB00380,DB01005,-6.6
DEXRAZOXANE,HYDROXYUREA,HCT15,DB00380,DB01005,-4.94
DEXRAZOXANE,HYDROXYUREA,HL60,DB00380,DB01005,4.8
DEXRAZOXANE,HYDROXYUREA,HCT116,DB00380,DB01005,4.24
DEXRAZOXANE,HYDROXYUREA,IGROV1,DB00380,DB01005,-7.08
DEXRAZOXANE,HYDROXYUREA,HT29,DB00380,DB01005,-1.46
DEXRAZOXANE,HYDROXYUREA,KM12,DB00380,DB01005,-10.32
DEXRAZOXANE,HYDROXYUREA,K562,DB00380,DB01005,-3.84
DEXRAZOXANE,HYDROXYUREA,MALME3M,DB00380,DB01005,-3.85
DEXRAZOXANE,HYDROXYUREA,LOXIMVI,DB00380,DB01005,-7.52
DEXRAZOXANE,HYDROXYUREA,MOLT4,DB00380,DB01005,-2.52
DEXRAZOXANE,HYDROXYUREA,MCF7,DB00380,DB01005,-9.03
DEXRAZOXANE,HYDROXYUREA,NCIH23,DB00380,DB01005,-6.11
DEXRAZOXANE,HYDROXYUREA,NCIH322,DB00380,DB01005,-0.6
DEXRAZOXANE,HYDROXYUREA,NCIH226,DB00380,DB01005,-4.64
DEXRAZOXANE,HYDROXYUREA,OVCAR4,DB00380,DB01005,-1.09
DEXRAZOXANE,HYDROXYUREA,NCIH460,DB00380,DB01005,-1.17
DEXRAZOXANE,HYDROXYUREA,RPMI8226,DB00380,DB01005,1.93
DEXRAZOXANE,HYDROXYUREA,OVCAR8,DB00380,DB01005,-5.44
DEXRAZOXANE,HYDROXYUREA,SF295,DB00380,DB01005,-9.49
DEXRAZOXANE,HYDROXYUREA,SKOV3,DB00380,DB01005,-1.73
DEXRAZOXANE,HYDROXYUREA,SNB19,DB00380,DB01005,-4.15
DEXRAZOXANE,HYDROXYUREA,SW620,DB00380,DB01005,-2.43
DEXRAZOXANE,HYDROXYUREA,UACC257,DB00380,DB01005,0.56
DEXRAZOXANE,HYDROXYUREA,U251MG,DB00380,DB01005,-9.06
DEXRAZOXANE,HYDROXYUREA,T47D,DB00380,DB01005,-0.54
DEXRAZOXANE,HYDROXYUREA,MDAMB468,DB00380,DB01005,-6.99
DEXRAZOXANE,HYDROXYUREA,UACC62,DB00380,DB01005,-4.66
DEXRAZOXANE,HYDROXYUREA,NCIH522,DB00380,DB01005,-5.56
DEXRAZOXANE,HYDROXYUREA,SKMEL5,DB00380,DB01005,4.83
DEXRAZOXANE,HYDROXYUREA,PC3,DB00380,DB01005,-2.55
DEXRAZOXANE,HYDROXYUREA,SKMEL2,DB00380,DB01005,-2.4
DEXRAZOXANE,HYDROXYUREA,CAKI1,DB00380,DB01005,2.65
DEXRAZOXANE,HYDROXYUREA,MDAMB231,DB00380,DB01005,-4.32
DEXRAZOXANE,HYDROXYUREA,HS578T,DB00380,DB01005,-3.25
DEXRAZOXANE,HYDROXYUREA,SKMEL28,DB00380,DB01005,-2.75
5-FU,ALLOPURINOL,NCIH23,DB00544,DB00437,-16.55
5-FU,ALLOPURINOL,MCF7,DB00544,DB00437,-0.48
5-FU,ALLOPURINOL,MOLT4,DB00544,DB00437,4.16
5-FU,ALLOPURINOL,LOXIMVI,DB00544,DB00437,-9.78
5-FU,ALLOPURINOL,MALME3M,DB00544,DB00437,4.8
5-FU,ALLOPURINOL,K562,DB00544,DB00437,-12.76
5-FU,ALLOPURINOL,KM12,DB00544,DB00437,-21.61
5-FU,ALLOPURINOL,SF295,DB00544,DB00437,-6.53
5-FU,ALLOPURINOL,OVCAR8,DB00544,DB00437,1.21
5-FU,ALLOPURINOL,RPMI8226,DB00544,DB00437,-7.07
5-FU,ALLOPURINOL,NCIH460,DB00544,DB00437,-5.92
5-FU,ALLOPURINOL,OVCAR4,DB00544,DB00437,0.15
5-FU,ALLOPURINOL,NCIH226,DB00544,DB00437,8.5
5-FU,ALLOPURINOL,NCIH322,DB00544,DB00437,4.92
5-FU,ALLOPURINOL,DU145,DB00544,DB00437,-3.39
5-FU,ALLOPURINOL,COLO205,DB00544,DB00437,-2.64
5-FU,ALLOPURINOL,A549,DB00544,DB00437,1.35
5-FU,ALLOPURINOL,ACHN,DB00544,DB00437,1.41
5-FU,ALLOPURINOL,786O,DB00544,DB00437,2.87
5-FU,ALLOPURINOL,A498,DB00544,DB00437,-4.38
5-FU,ALLOPURINOL,HT29,DB00544,DB00437,-2.59
5-FU,ALLOPURINOL,IGROV1,DB00544,DB00437,-0.42
5-FU,ALLOPURINOL,HCT116,DB00544,DB00437,-1.48
5-FU,ALLOPURINOL,HL60,DB00544,DB00437,-5.01
5-FU,ALLOPURINOL,HCT15,DB00544,DB00437,-1.66
5-FU,ALLOPURINOL,CAKI1,DB00544,DB00437,6.04
5-FU,ALLOPURINOL,SKMEL2,DB00544,DB00437,-3.3
5-FU,ALLOPURINOL,PC3,DB00544,DB00437,-2.03
5-FU,ALLOPURINOL,SKMEL5,DB00544,DB00437,-4.27
5-FU,ALLOPURINOL,SKMEL28,DB00544,DB00437,11.32
5-FU,ALLOPURINOL,HS578T,DB00544,DB00437,5.1
5-FU,ALLOPURINOL,MDAMB231,DB00544,DB00437,-1.71
5-FU,ALLOPURINOL,U251MG,DB00544,DB00437,-3.41
5-FU,ALLOPURINOL,UACC257,DB00544,DB00437,-3.57
5-FU,ALLOPURINOL,SW620,DB00544,DB00437,3.14
5-FU,ALLOPURINOL,SNB19,DB00544,DB00437,-9.4
5-FU,ALLOPURINOL,SKOV3,DB00544,DB00437,4.23
5-FU,ALLOPURINOL,UACC62,DB00544,DB00437,-14.59
5-FU,ALLOPURINOL,BT549,DB00544,DB00437,-2.49
5-FU,ALLOPURINOL,MDAMB468,DB00544,DB00437,-2.56
5-FU,ALLOPURINOL,T47D,DB00544,DB00437,-7.56
MEGESTROL ACETATE,HYDROXYUREA,NCIH522,DB00351,DB01005,-1.19
MEGESTROL ACETATE,HYDROXYUREA,UACC62,DB00351,DB01005,-1.62
MEGESTROL ACETATE,HYDROXYUREA,MDAMB468,DB00351,DB01005,-0.3
MEGESTROL ACETATE,HYDROXYUREA,T47D,DB00351,DB01005,-2.13
MEGESTROL ACETATE,HYDROXYUREA,SW620,DB00351,DB01005,-1.49
MEGESTROL ACETATE,HYDROXYUREA,U251MG,DB00351,DB01005,-2.42
MEGESTROL ACETATE,HYDROXYUREA,UACC257,DB00351,DB01005,2.92
MEGESTROL ACETATE,HYDROXYUREA,SKOV3,DB00351,DB01005,0.63
MEGESTROL ACETATE,HYDROXYUREA,SNB19,DB00351,DB01005,3.81
MEGESTROL ACETATE,HYDROXYUREA,HS578T,DB00351,DB01005,4.7
MEGESTROL ACETATE,HYDROXYUREA,MDAMB231,DB00351,DB01005,2.63
MEGESTROL ACETATE,HYDROXYUREA,SKMEL28,DB00351,DB01005,3.07
MEGESTROL ACETATE,HYDROXYUREA,SKMEL2,DB00351,DB01005,2.95
MEGESTROL ACETATE,HYDROXYUREA,CAKI1,DB00351,DB01005,-2.81
MEGESTROL ACETATE,HYDROXYUREA,SKMEL5,DB00351,DB01005,7.37
MEGESTROL ACETATE,HYDROXYUREA,PC3,DB00351,DB01005,-0.85
MEGESTROL ACETATE,HYDROXYUREA,HT29,DB00351,DB01005,-2.1
MEGESTROL ACETATE,HYDROXYUREA,IGROV1,DB00351,DB01005,0.12
MEGESTROL ACETATE,HYDROXYUREA,HCT15,DB00351,DB01005,1.62
MEGESTROL ACETATE,HYDROXYUREA,HCT116,DB00351,DB01005,-2.75
MEGESTROL ACETATE,HYDROXYUREA,HL60,DB00351,DB01005,-7.64
MEGESTROL ACETATE,HYDROXYUREA,COLO205,DB00351,DB01005,-5.64
MEGESTROL ACETATE,HYDROXYUREA,DU145,DB00351,DB01005,1.55
MEGESTROL ACETATE,HYDROXYUREA,786O,DB00351,DB01005,-0.25
MEGESTROL ACETATE,HYDROXYUREA,A498,DB00351,DB01005,-3.42
MEGESTROL ACETATE,HYDROXYUREA,A549,DB00351,DB01005,-4.46
MEGESTROL ACETATE,HYDROXYUREA,ACHN,DB00351,DB01005,-7.05
MEGESTROL ACETATE,HYDROXYUREA,OVCAR8,DB00351,DB01005,-2.47
MEGESTROL ACETATE,HYDROXYUREA,RPMI8226,DB00351,DB01005,-0.92
MEGESTROL ACETATE,HYDROXYUREA,SF295,DB00351,DB01005,0.1
MEGESTROL ACETATE,HYDROXYUREA,NCIH226,DB00351,DB01005,2.55
MEGESTROL ACETATE,HYDROXYUREA,NCIH322,DB00351,DB01005,2.77
MEGESTROL ACETATE,HYDROXYUREA,NCIH460,DB00351,DB01005,-4.04
MEGESTROL ACETATE,HYDROXYUREA,OVCAR4,DB00351,DB01005,2.01
MEGESTROL ACETATE,HYDROXYUREA,MCF7,DB00351,DB01005,-0.12
MEGESTROL ACETATE,HYDROXYUREA,MOLT4,DB00351,DB01005,-0.32
MEGESTROL ACETATE,HYDROXYUREA,NCIH23,DB00351,DB01005,0.95
MEGESTROL ACETATE,HYDROXYUREA,K562,DB00351,DB01005,0.7
MEGESTROL ACETATE,HYDROXYUREA,KM12,DB00351,DB01005,-2.63
MEGESTROL ACETATE,HYDROXYUREA,LOXIMVI,DB00351,DB01005,0.54
MEGESTROL ACETATE,HYDROXYUREA,MALME3M,DB00351,DB01005,1.52
LOMUSTINE,HYDROXYUREA,MDAMB468,DB01206,DB01005,-6.08
LOMUSTINE,HYDROXYUREA,T47D,DB01206,DB01005,-0.52
LOMUSTINE,HYDROXYUREA,NCIH522,DB01206,DB01005,-6.45
LOMUSTINE,HYDROXYUREA,UACC62,DB01206,DB01005,-9.51
LOMUSTINE,HYDROXYUREA,SNB19,DB01206,DB01005,-2.92
LOMUSTINE,HYDROXYUREA,SKOV3,DB01206,DB01005,-1.61
LOMUSTINE,HYDROXYUREA,U251MG,DB01206,DB01005,-9.22
LOMUSTINE,HYDROXYUREA,UACC257,DB01206,DB01005,0.84
LOMUSTINE,HYDROXYUREA,SW620,DB01206,DB01005,-2.74
LOMUSTINE,HYDROXYUREA,SKMEL28,DB01206,DB01005,-2.55
LOMUSTINE,HYDROXYUREA,HS578T,DB01206,DB01005,-1.99
LOMUSTINE,HYDROXYUREA,MDAMB231,DB01206,DB01005,0.18
LOMUSTINE,HYDROXYUREA,PC3,DB01206,DB01005,-5.89
LOMUSTINE,HYDROXYUREA,SKMEL5,DB01206,DB01005,0.23
LOMUSTINE,HYDROXYUREA,CAKI1,DB01206,DB01005,-8.04
LOMUSTINE,HYDROXYUREA,SKMEL2,DB01206,DB01005,-4.5
LOMUSTINE,HYDROXYUREA,HCT116,DB01206,DB01005,-1.13
LOMUSTINE,HYDROXYUREA,HL60,DB01206,DB01005,-12.72
LOMUSTINE,HYDROXYUREA,HCT15,DB01206,DB01005,5.85
LOMUSTINE,HYDROXYUREA,HT29,DB01206,DB01005,-5.39
LOMUSTINE,HYDROXYUREA,IGROV1,DB01206,DB01005,-5.5
LOMUSTINE,HYDROXYUREA,A549,DB01206,DB01005,-7.48
LOMUSTINE,HYDROXYUREA,ACHN,DB01206,DB01005,-7.2
LOMUSTINE,HYDROXYUREA,786O,DB01206,DB01005,-2.93
LOMUSTINE,HYDROXYUREA,A498,DB01206,DB01005,-4.55
LOMUSTINE,HYDROXYUREA,DU145,DB01206,DB01005,-2.25
LOMUSTINE,HYDROXYUREA,COLO205,DB01206,DB01005,-10.33
LOMUSTINE,HYDROXYUREA,NCIH460,DB01206,DB01005,-6.41
LOMUSTINE,HYDROXYUREA,OVCAR4,DB01206,DB01005,0.39
LOMUSTINE,HYDROXYUREA,NCIH226,DB01206,DB01005,-0.24
LOMUSTINE,HYDROXYUREA,NCIH322,DB01206,DB01005,-0.68
LOMUSTINE,HYDROXYUREA,SF295,DB01206,DB01005,-5.04
LOMUSTINE,HYDROXYUREA,OVCAR8,DB01206,DB01005,-7.8
LOMUSTINE,HYDROXYUREA,RPMI8226,DB01206,DB01005,4.58
LOMUSTINE,HYDROXYUREA,LOXIMVI,DB01206,DB01005,-2.77
LOMUSTINE,HYDROXYUREA,MALME3M,DB01206,DB01005,-4.08
LOMUSTINE,HYDROXYUREA,K562,DB01206,DB01005,0.74
LOMUSTINE,HYDROXYUREA,KM12,DB01206,DB01005,-7.18
LOMUSTINE,HYDROXYUREA,NCIH23,DB01206,DB01005,-6.23
LOMUSTINE,HYDROXYUREA,MCF7,DB01206,DB01005,-6.6
LOMUSTINE,HYDROXYUREA,MOLT4,DB01206,DB01005,-0.41
TENIPOSIDE,ALLOPURINOL,SKOV3,DB00444,DB00437,-7.74
TENIPOSIDE,ALLOPURINOL,SNB19,DB00444,DB00437,-1.16
TENIPOSIDE,ALLOPURINOL,SW620,DB00444,DB00437,3.96
TENIPOSIDE,ALLOPURINOL,U251MG,DB00444,DB00437,-1.59
TENIPOSIDE,ALLOPURINOL,UACC257,DB00444,DB00437,-3.62
TENIPOSIDE,ALLOPURINOL,MDAMB468,DB00444,DB00437,-5.79
TENIPOSIDE,ALLOPURINOL,T47D,DB00444,DB00437,-9.41
TENIPOSIDE,ALLOPURINOL,BT549,DB00444,DB00437,-8.18
TENIPOSIDE,ALLOPURINOL,UACC62,DB00444,DB00437,-8.47
TENIPOSIDE,ALLOPURINOL,SKMEL5,DB00444,DB00437,-4.11
TENIPOSIDE,ALLOPURINOL,PC3,DB00444,DB00437,-5.68
TENIPOSIDE,ALLOPURINOL,SKMEL2,DB00444,DB00437,3.1
TENIPOSIDE,ALLOPURINOL,CAKI1,DB00444,DB00437,-6.49
TENIPOSIDE,ALLOPURINOL,HS578T,DB00444,DB00437,-9.09
TENIPOSIDE,ALLOPURINOL,MDAMB231,DB00444,DB00437,0.14
TENIPOSIDE,ALLOPURINOL,SKMEL28,DB00444,DB00437,-2.4
TENIPOSIDE,ALLOPURINOL,786O,DB00444,DB00437,-1.32
TENIPOSIDE,ALLOPURINOL,A498,DB00444,DB00437,-2.37
TENIPOSIDE,ALLOPURINOL,A549,DB00444,DB00437,-1.36
TENIPOSIDE,ALLOPURINOL,ACHN,DB00444,DB00437,-4.03
TENIPOSIDE,ALLOPURINOL,COLO205,DB00444,DB00437,3.39
TENIPOSIDE,ALLOPURINOL,DU145,DB00444,DB00437,-0.48
TENIPOSIDE,ALLOPURINOL,HCT15,DB00444,DB00437,3.06
TENIPOSIDE,ALLOPURINOL,HCT116,DB00444,DB00437,1.2
TENIPOSIDE,ALLOPURINOL,HL60,DB00444,DB00437,8.5
TENIPOSIDE,ALLOPURINOL,HT29,DB00444,DB00437,0.65
TENIPOSIDE,ALLOPURINOL,IGROV1,DB00444,DB00437,-2.19
TENIPOSIDE,ALLOPURINOL,K562,DB00444,DB00437,-0.91
TENIPOSIDE,ALLOPURINOL,KM12,DB00444,DB00437,-5.66
TENIPOSIDE,ALLOPURINOL,LOXIMVI,DB00444,DB00437,-5.78
TENIPOSIDE,ALLOPURINOL,MALME3M,DB00444,DB00437,-6.23
TENIPOSIDE,ALLOPURINOL,MCF7,DB00444,DB00437,-9.79
TENIPOSIDE,ALLOPURINOL,MOLT4,DB00444,DB00437,4.23
TENIPOSIDE,ALLOPURINOL,NCIH23,DB00444,DB00437,-3.28
TENIPOSIDE,ALLOPURINOL,NCIH226,DB00444,DB00437,-3.34
TENIPOSIDE,ALLOPURINOL,NCIH322,DB00444,DB00437,0.52
TENIPOSIDE,ALLOPURINOL,NCIH460,DB00444,DB00437,0.71
TENIPOSIDE,ALLOPURINOL,OVCAR4,DB00444,DB00437,-3.54
TENIPOSIDE,ALLOPURINOL,OVCAR8,DB00444,DB00437,0.75
TENIPOSIDE,ALLOPURINOL,RPMI8226,DB00444,DB00437,10.07
TENIPOSIDE,ALLOPURINOL,SF295,DB00444,DB00437,-0.86
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,SKMEL2,DB00694,DB01005,14.88
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,CAKI1,DB00694,DB01005,-8.5
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,SKMEL5,DB00694,DB01005,4.73
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,PC3,DB00694,DB01005,-6.45
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,HS578T,DB00694,DB01005,-1.7
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,MDAMB231,DB00694,DB01005,-1.44
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,SKMEL28,DB00694,DB01005,0.2
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,SW620,DB00694,DB01005,1.38
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,U251MG,DB00694,DB01005,-1.94
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,UACC257,DB00694,DB01005,0.49
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,SKOV3,DB00694,DB01005,-1.94
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,SNB19,DB00694,DB01005,7.93
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,NCIH522,DB00694,DB01005,0.75
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,UACC62,DB00694,DB01005,-5.36
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,MDAMB468,DB00694,DB01005,-6.9
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,T47D,DB00694,DB01005,7.64
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,MCF7,DB00694,DB01005,-5.14
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,MOLT4,DB00694,DB01005,5.27
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,NCIH23,DB00694,DB01005,2.95
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,K562,DB00694,DB01005,2.93
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,KM12,DB00694,DB01005,-5.78
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,LOXIMVI,DB00694,DB01005,2.66
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,MALME3M,DB00694,DB01005,-6.18
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,OVCAR8,DB00694,DB01005,0.15
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,RPMI8226,DB00694,DB01005,13.73
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,SF295,DB00694,DB01005,8.62
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,NCIH226,DB00694,DB01005,-0.39
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,NCIH322,DB00694,DB01005,2.4
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,NCIH460,DB00694,DB01005,-2.69
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,OVCAR4,DB00694,DB01005,-0.02
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,COLO205,DB00694,DB01005,-3.08
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,DU145,DB00694,DB01005,2.2
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,786O,DB00694,DB01005,-7.67
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,A498,DB00694,DB01005,-6.51
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,A549,DB00694,DB01005,-5.78
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,ACHN,DB00694,DB01005,0.26
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,HT29,DB00694,DB01005,-4.17
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,IGROV1,DB00694,DB01005,-7.91
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,HCT15,DB00694,DB01005,-2.41
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,HCT116,DB00694,DB01005,1.75
DAUNORUBICIN HYDROCHLORIDE,HYDROXYUREA,HL60,DB00694,DB01005,-1.73
MEGESTROL ACETATE,ALLOPURINOL,OVCAR8,DB00351,DB00437,0.7
MEGESTROL ACETATE,ALLOPURINOL,RPMI8226,DB00351,DB00437,2.1
MEGESTROL ACETATE,ALLOPURINOL,SF295,DB00351,DB00437,0.31
MEGESTROL ACETATE,ALLOPURINOL,NCIH226,DB00351,DB00437,3.47
MEGESTROL ACETATE,ALLOPURINOL,NCIH322,DB00351,DB00437,3.52
MEGESTROL ACETATE,ALLOPURINOL,NCIH460,DB00351,DB00437,-1.93
MEGESTROL ACETATE,ALLOPURINOL,OVCAR4,DB00351,DB00437,-2.53
MEGESTROL ACETATE,ALLOPURINOL,MCF7,DB00351,DB00437,5.05
